territory,year,company_total,company_individual,company_society,company_density,company_nr_cae_a,company_nr_cae_b,company_nr_cae_c,company_nr_cae_d,company_nr_cae_e,company_nr_cae_f,company_nr_cae_g,company_nr_cae_h,company_nr_cae_i,company_nr_cae_j,company_nr_cae_l,company_nr_cae_m,company_nr_cae_n,company_nr_cae_p,company_nr_cae_q,company_nr_cae_r,company_nr_cae_s,company_nr_employee_[<10],company_nr_employee_[10-19],company_nr_employee_[20-49],company_nr_employee_[50-249],company_nr_employee_[>249],company_employee_nr_cae_a,company_employee_nr_cae_b,company_employee_nr_cae_c,company_employee_nr_cae_d,company_employee_nr_cae_e,company_employee_nr_cae_f,company_employee_nr_cae_g,company_employee_nr_cae_h,company_employee_nr_cae_i,company_employee_nr_cae_j,company_employee_nr_cae_l,company_employee_nr_cae_m,company_employee_nr_cae_n,company_employee_nr_cae_p,company_employee_nr_cae_q,company_employee_nr_cae_r,company_employee_nr_cae_s,company_employee_nr_total,company_gva_cae_a,company_gva_cae_b,company_gva_cae_c,company_gva_cae_d,company_gva_cae_e,company_gva_cae_f,company_gva_cae_g,company_gva_cae_h,company_gva_cae_i,company_gva_cae_j,company_gva_cae_l,company_gva_cae_m,company_gva_cae_n,company_gva_cae_p,company_gva_cae_q,company_gva_cae_r,company_gva_cae_s,company_gva_total,company_births_af,company_births_ice,company_births_s,company_births_total
Olhão,2023,6804,5248,1556,52.0,737,7,195,27,5,626,939,161,1057,76,204,458,1133,277,337,206,359,6604,115,66,18,1,1798,62,1064,32,261,1854,2495,436,2136,101,317,705,1856,360,455,275,438,14645,26798,2098,27214,345,6614,40184,58655,7943,43817,2396,6614,15425,19429,3870,7674,3252,4111,276440,69,129,907,1105
Olhão,2024,7162,5540,1622,54.7,752,7,196,27,4,713,952,182,1052,87,202,488,1241,304,343,217,395,6947,129,65,19,2,3306,61,1038,32,267,2040,2543,463,2255,136,313,794,1999,386,466,282,487,16868,29817,1751,29304,470,6878,52289,60701,9231,47512,3587,10496,15845,20302,4310,8357,3901,4630,309382,75,143,884,1102
Oliveira de Azeméis,2016,7323,5030,2293,45.5,365,4,1207,29,9,466,1670,81,340,49,160,513,1271,281,391,111,376,6871,224,151,68,9,485,41,16733,70,94,1261,3420,801,772,122,203,811,2092,370,521,155,466,28417,4239,1438,465592,2821,2718,19131,50237,22020,9737,2160,5561,15445,22233,1358,6721,881,3538,635829,30,145,730,905
Oliveira de Azeméis,2017,7502,5155,2347,46.6,354,4,1214,30,11,471,1666,81,347,40,176,531,1333,287,433,133,391,7048,217,158,70,9,464,45,17236,72,113,1288,3484,804,781,127,219,871,2130,373,569,175,471,29222,6608,936,487715,3719,3578,18954,53697,24009,10742,2227,6473,14495,23039,1584,7383,1034,3226,669422,38,141,758,937
Oliveira de Azeméis,2018,7472,5123,2349,46.4,348,4,1190,36,12,464,1615,81,355,47,181,533,1337,304,443,129,393,7028,213,151,69,11,469,45,17689,77,116,1322,3500,854,803,172,226,881,2123,387,578,169,476,29887,4956,981,516605,2889,3577,21239,57136,24433,11920,2870,6991,16748,24038,1573,7765,1578,3301,708600,31,114,676,821
Oliveira de Azeméis,2019,7571,5163,2408,47.0,306,4,1172,36,10,472,1626,89,366,53,195,555,1387,298,454,137,411,7122,226,143,69,11,424,35,17862,81,103,1319,3502,938,833,194,241,923,2253,388,601,182,481,30360,5106,785,520118,2534,3483,22829,59566,27387,12188,4036,11153,20089,26141,1628,8268,1961,3256,730530,15,96,787,898
Oliveira de Azeméis,2020,7494,5087,2407,46.5,298,4,1121,38,10,477,1608,103,350,52,201,578,1336,298,474,130,416,7068,210,137,69,10,414,31,17124,86,102,1295,3321,975,794,206,253,947,2201,385,617,172,473,29396,4230,918,472091,2198,3240,22495,57290,26700,7780,4156,9310,15705,23817,1406,7025,1170,2752,662284,21,94,634,749
Oliveira de Azeméis,2021,7599,5150,2449,47.2,284,4,1108,39,9,485,1632,116,341,59,218,591,1363,284,506,139,421,7172,210,139,70,8,390,38,16752,85,103,1352,3344,974,793,233,288,1006,2159,358,666,180,479,29200,5464,634,614739,1651,3783,24848,66333,28975,9184,5879,9968,20064,23646,1479,8706,1353,2685,829390,13,112,762,887
Oliveira de Azeméis,2022,7926,5454,2472,49.2,283,4,1108,49,9,507,1613,122,359,64,240,631,1503,314,516,166,438,7499,207,143,69,8,400,32,16535,95,103,1388,3352,1018,812,273,312,1110,2288,386,709,205,503,29521,4919,927,559337,2386,4412,28199,76037,32753,13126,6833,13047,22335,25862,1916,9666,894,3660,806310,16,113,883,1012
Oliveira de Azeméis,2023,8130,5618,2512,50.5,267,4,1105,40,7,516,1603,148,355,71,245,657,1580,349,511,188,484,7701,206,142,72,9,0,0,16469,85,101,1390,3327,1082,836,276,321,1108,2371,419,743,238,551,29721,0,0,547557,2045,4654,30780,86862,38136,14940,10232,11803,23141,27009,2049,11604,1882,4438,825560,13,108,881,1002
Oliveira de Azeméis,2024,8248,5664,2584,51.2,284,4,1090,43,9,539,1588,158,360,78,267,698,1553,346,526,206,499,7830,197,145,67,9,380,44,15785,88,98,1519,3318,922,860,325,360,1162,2387,413,811,260,569,29301,7340,3030,564998,2474,4997,35551,91428,33199,15794,10735,11474,26154,29073,2397,13274,3290,4717,859926,30,120,805,955
Oliveira de Frades,2016,1111,678,433,7.6,274,2,80,14,0,110,212,31,71,6,33,69,72,34,50,15,38,1053,18,23,15,2,556,0,2579,0,0,706,966,154,119,11,42,121,116,39,115,15,43,5613,6961,0,74172,0,0,16762,25814,12116,1066,75,354,3086,1052,328,1817,25,344,147334,30,30,77,137
Oliveira de Frades,2017,1150,707,443,7.9,286,2,80,14,0,111,221,30,74,6,32,74,78,34,50,14,44,1090,19,23,15,3,573,0,2556,0,0,637,1050,123,137,6,43,121,123,40,117,17,49,5624,10819,0,87225,0,0,13658,26618,2710,1233,56,707,2650,1104,358,1940,115,373,157369,39,20,99,158
Oliveira de Frades,2018,1138,695,443,7.8,265,2,80,14,0,125,213,30,71,6,33,77,79,33,53,15,42,1075,24,22,14,3,555,0,2588,35,0,668,1130,125,133,6,44,121,97,39,66,0,47,5676,6869,0,95468,5364,0,16145,35956,3095,1468,96,515,2390,871,403,844,0,425,169978,33,21,87,141
Oliveira de Frades,2019,1159,700,459,8.0,245,2,79,13,1,139,214,33,75,10,35,81,96,28,55,14,39,1100,22,22,13,2,531,0,2678,33,0,758,542,137,148,11,47,132,115,29,67,19,44,5294,10004,0,89295,2738,0,19634,9601,3706,1345,186,812,6721,862,125,974,194,384,146600,18,29,88,135
Oliveira de Frades,2020,1149,683,466,7.9,240,2,76,15,1,125,222,32,72,9,39,86,95,26,53,18,38,1091,20,21,15,2,564,0,2738,35,0,793,527,132,162,11,54,142,113,26,66,21,42,5429,11621,0,104938,3250,0,15467,10094,3715,1227,365,2806,7733,832,107,894,154,361,163591,26,14,85,125
Oliveira de Frades,2021,1156,673,483,8.0,230,3,84,13,1,128,222,28,72,12,46,82,97,29,59,12,38,1097,20,23,14,2,484,0,2733,19,0,768,554,127,154,13,62,145,112,29,74,15,42,5335,9505,0,133290,1046,0,15117,12008,3874,1420,379,3139,3546,912,130,1106,222,402,186094,25,26,84,135
Oliveira de Frades,2022,1197,708,489,8.2,231,3,81,17,1,133,220,26,75,10,51,91,112,26,63,15,42,1135,18,27,14,3,589,0,2723,23,0,783,576,125,163,11,64,171,166,26,77,29,47,5578,16346,0,136126,1184,0,21844,17212,4957,2271,542,1535,4936,1383,156,1253,433,516,210601,19,27,102,148
Oliveira de Frades,2023,1230,721,509,8.5,207,3,94,12,1,131,220,28,89,11,56,90,128,38,61,14,47,1165,25,23,14,3,594,0,2730,18,0,786,582,239,186,14,73,177,160,43,78,23,51,5759,20251,0,114497,10905,0,18189,14272,5205,2813,860,2553,4957,1329,194,1256,163,501,197774,9,28,113,150
Oliveira de Frades,2024,1306,776,530,9.0,220,3,102,14,1,134,221,32,99,14,55,95,137,36,71,17,55,1236,27,23,14,6,637,0,3094,21,0,1150,561,208,198,21,71,168,160,36,86,46,59,6522,23112,0,165361,4996,0,33884,14026,6074,2592,911,3947,4893,1011,171,1483,630,553,263578,20,29,135,184
Oliveira do Bairro,2016,2791,2024,767,32.0,340,3,338,16,4,267,597,29,114,26,37,191,358,114,158,64,135,2674,54,34,28,1,398,19,3891,0,0,580,1965,204,260,44,47,289,384,256,200,76,169,8803,1144,520,100065,0,0,8394,43166,5471,2761,608,-128,4546,2725,477,2395,558,1224,174101,27,90,245,362
Oliveira do Bairro,2017,2847,2084,763,32.6,328,2,332,16,4,270,606,31,117,21,41,207,366,120,174,77,135,2719,61,38,28,1,385,0,4094,0,7,639,2049,251,272,35,52,313,390,139,215,86,166,9125,1266,0,115539,0,260,10057,45376,6046,3253,593,93,4164,2721,788,2409,564,1299,195136,27,57,280,364
Oliveira do Bairro,2018,2861,2085,776,32.8,332,2,343,16,5,248,587,27,121,23,45,214,393,113,175,80,137,2721,62,49,28,1,0,0,4371,16,8,690,2091,265,298,41,56,354,420,139,224,90,171,9646,0,0,121685,20,217,12761,47807,7098,3474,635,1531,4952,2572,865,2685,702,1374,210761,40,54,276,370
Oliveira do Bairro,2019,2953,2152,801,33.8,307,2,345,16,5,258,596,33,125,31,53,243,417,124,185,81,132,2800,81,39,31,2,0,0,4397,16,7,734,2126,275,300,57,70,396,445,153,240,108,172,9838,0,0,116568,27,212,15751,49719,8145,3869,771,1602,6213,2769,861,3084,936,1513,214289,14,65,299,378
Oliveira do Bairro,2020,2937,2113,824,33.6,283,2,335,19,5,267,609,46,130,31,66,234,392,112,192,77,137,2787,75,43,29,3,0,0,4297,19,6,843,2283,316,317,63,86,358,415,140,243,106,170,9990,0,0,109087,30,320,18356,56715,10769,2587,2187,2277,5655,2338,806,2648,503,1275,218134,13,61,267,341
Oliveira do Bairro,2021,2997,2149,848,34.3,278,2,333,18,4,287,628,50,131,25,71,242,390,122,212,65,139,2845,79,41,29,3,0,0,4436,18,8,894,2305,309,324,69,92,381,408,148,257,98,171,10235,0,0,129399,11,198,21147,65288,10817,3296,1711,2364,6053,2430,803,3176,856,1463,251632,17,56,275,348
Oliveira do Bairro,2022,3143,2284,859,36.0,268,3,324,27,4,307,615,55,138,28,75,252,461,125,220,78,163,2987,75,47,31,3,283,16,4388,27,8,998,2433,363,367,75,97,388,478,155,271,123,194,10664,1233,789,154398,6,241,24540,75540,12823,5222,2357,3775,5635,3288,1052,3291,1612,1803,297606,21,64,335,420
Oliveira do Bairro,2023,3231,2346,885,37.0,261,3,332,21,3,330,613,67,137,30,79,269,483,118,227,84,174,3063,87,45,33,3,277,22,4328,21,6,1002,2557,421,384,81,103,464,504,146,293,141,200,10950,1634,1214,158786,10,158,23924,83336,15135,6232,1428,3566,11441,3870,1176,3942,2006,1692,319550,18,87,355,460
Oliveira do Bairro,2024,3292,2375,917,37.7,257,3,344,16,4,330,609,76,132,35,80,270,491,123,230,94,198,3125,90,43,30,4,271,19,4382,16,8,1035,2636,445,378,51,111,446,527,146,307,149,227,11154,1814,1238,168830,10,1228,29232,90136,15834,6734,911,3077,14330,4147,1266,4992,1786,1961,347526,16,66,329,411
Oliveira do Hospital,2016,1850,1203,647,7.9,131,3,176,8,3,231,471,33,158,15,27,152,159,78,92,42,71,1770,40,30,9,1,172,17,1802,8,20,1056,1122,115,359,30,29,245,178,174,161,46,127,5661,741,234,27279,10,830,14759,16402,2246,2823,362,461,2702,1156,1148,1807,282,694,73937,16,45,189,250
Oliveira do Hospital,2017,1871,1215,656,8.0,135,3,179,6,3,222,463,32,158,15,29,164,179,74,95,39,75,1793,37,33,7,1,174,15,1777,6,20,1008,1162,117,352,30,31,254,209,171,178,43,120,5667,828,356,29009,9,1050,15140,16506,2359,3677,315,279,2959,1424,1370,2133,306,733,78452,21,24,190,235
Oliveira do Hospital,2018,1886,1222,664,8.0,136,3,174,7,5,229,441,28,162,15,29,170,182,82,104,38,81,1800,41,37,6,2,230,14,1851,7,24,1022,1111,116,353,32,33,280,216,165,192,42,129,5817,1092,242,28131,8,1768,15120,16652,2596,4267,450,491,2890,1666,1633,2458,257,980,80700,27,34,170,231
Oliveira do Hospital,2019,1917,1235,682,8.2,138,3,165,7,4,230,442,29,175,15,30,164,185,86,116,42,86,1822,49,37,7,2,228,14,1854,7,24,1014,1127,132,365,32,36,285,225,164,215,46,133,5901,1144,245,30168,8,1446,18656,18520,2942,4474,518,774,3932,1508,1524,2663,289,1116,89927,17,23,164,204
Oliveira do Hospital,2020,1910,1205,705,8.1,134,3,157,8,4,227,426,32,161,12,39,181,174,95,124,40,93,1811,54,37,7,1,210,14,1684,8,24,1043,1153,147,352,29,49,295,218,140,234,51,141,5792,1229,234,23282,28,618,20834,19504,2890,3023,363,475,4058,1424,1419,2773,211,892,83257,11,20,152,183
Oliveira do Hospital,2021,1931,1205,726,8.2,132,3,155,7,4,242,409,34,152,17,41,184,192,98,132,39,90,1831,57,34,8,1,193,14,1654,7,5,1101,1136,132,323,34,54,308,245,142,248,60,133,5789,1061,219,25250,24,10,22111,21334,3514,2937,487,794,4125,1524,1382,3159,348,962,89242,13,35,172,220
Oliveira do Hospital,2022,2006,1266,740,8.6,122,3,161,10,3,248,402,38,171,25,37,197,214,102,127,52,94,1907,54,35,10,0,176,14,1579,10,4,1135,1164,148,360,60,57,337,260,137,241,66,138,5886,1038,193,31315,1,55,24241,23040,4502,4303,1407,851,4633,2232,1509,3675,589,882,104466,9,26,199,234
Oliveira do Hospital,2023,2107,1344,763,9.0,129,3,166,7,2,255,401,43,172,31,43,202,253,109,145,45,101,2005,52,40,10,0,0,11,1655,7,0,1181,1180,151,376,59,60,337,305,135,465,59,149,6319,0,255,34137,1,0,29088,27408,5579,5047,771,1119,5100,2470,1037,8638,484,1029,123773,13,35,232,280
Oliveira do Hospital,2024,2141,1363,778,9.1,131,3,172,6,1,261,394,49,171,38,43,216,246,112,144,53,101,2036,57,37,11,0,0,10,1455,6,0,1242,1181,174,355,64,56,353,332,136,461,73,136,6226,0,284,32552,2,0,31712,29041,6404,5418,1305,1237,6157,3241,1226,8868,-1350,1090,128944,12,43,212,267
Ourique,2016,666,524,142,1.0,239,0,30,3,0,24,130,9,63,2,8,24,67,18,15,10,24,655,4,7,0,0,290,0,174,3,0,65,337,45,90,0,0,83,73,19,15,10,32,1249,1796,0,2908,-1,0,596,5727,573,1097,0,0,893,316,116,103,31,280,14118,33,10,57,100
Ourique,2017,706,550,156,1.1,255,0,33,3,0,27,134,9,68,2,9,23,71,16,18,11,27,694,5,6,1,0,301,0,176,3,0,0,342,63,91,0,24,44,76,17,18,13,35,1268,1046,0,3290,-157,0,0,6673,770,1203,0,167,464,353,99,112,69,310,15091,39,12,66,117
Ourique,2018,729,572,157,1.1,269,0,33,1,0,25,137,9,80,4,12,23,55,16,23,11,31,719,6,2,2,0,319,0,177,0,0,65,291,73,106,0,19,40,57,17,23,13,41,1246,1753,0,3769,0,0,697,5196,821,1406,0,-222,445,473,130,182,91,247,15035,51,5,72,128
Ourique,2019,724,556,168,1.1,264,0,33,2,0,25,136,10,74,4,11,27,53,20,25,9,31,711,8,3,2,0,320,0,203,0,0,0,288,70,120,4,17,44,57,21,25,10,40,1290,2224,0,4254,0,0,0,5035,547,1833,71,-78,591,441,167,203,83,337,19383,31,4,49,84
Ourique,2020,686,517,169,1.0,248,0,32,2,0,25,118,11,74,5,11,26,55,19,22,9,29,676,6,3,1,0,286,0,192,0,0,0,262,12,110,5,17,46,63,20,22,10,38,1139,1954,0,4599,0,0,0,4881,97,1199,75,393,631,518,120,227,21,248,18225,19,5,39,63
Ourique,2021,715,546,169,1.1,254,0,33,3,1,33,124,8,68,6,11,31,66,17,23,9,28,703,8,3,1,0,294,0,193,0,0,62,253,10,111,7,17,52,75,18,24,10,35,1167,732,0,4495,0,0,549,4612,140,904,99,590,661,628,153,226,42,260,16598,29,8,48,85
Ourique,2022,715,542,173,1.1,243,0,32,2,1,34,121,12,69,6,13,35,69,21,21,11,25,705,6,3,1,0,278,0,132,0,0,65,310,16,114,7,20,54,75,22,21,12,31,1163,812,0,1849,0,0,554,7208,215,1203,128,531,835,453,253,209,70,262,19298,18,11,49,78
Ourique,2023,745,565,180,1.1,245,0,33,1,0,37,122,16,75,6,14,37,75,24,23,13,24,735,7,2,1,0,279,0,128,0,0,77,318,19,118,7,23,52,80,25,23,0,30,1197,1482,0,2375,0,0,1640,8225,447,1501,196,473,767,557,214,221,0,274,22800,16,6,63,85
Ourique,2024,747,568,179,1.1,250,0,31,1,0,44,110,16,70,8,11,40,76,23,23,16,28,734,10,2,1,0,290,0,127,0,0,80,304,0,114,9,20,67,90,24,40,19,33,1239,1996,0,2794,0,0,1366,7638,0,1392,279,892,1110,815,202,376,224,346,21221,22,6,51,79
Ourém,2016,5251,3377,1874,12.6,192,7,457,13,6,763,1390,113,493,43,192,394,362,190,308,89,239,4976,160,92,22,1,339,89,2973,13,69,2509,3458,973,1814,136,290,657,749,235,711,170,312,15497,5398,3236,66080,28,2205,47026,62950,35655,30794,2867,5189,9159,14485,1726,10325,1689,2149,300963,28,101,478,607
Ourém,2017,5433,3515,1918,13.0,223,7,434,16,6,784,1381,115,521,47,195,415,426,209,305,102,247,5156,152,102,22,1,369,98,3001,16,71,2627,3547,949,2148,173,319,714,892,298,756,176,319,16473,7277,3779,74042,28,2834,51742,71229,35670,51637,3303,7331,10338,18637,1582,11068,1716,2170,354381,38,99,522,659
Ourém,2018,5558,3567,1991,13.3,210,8,442,16,6,807,1378,112,537,52,207,423,460,205,326,107,262,5259,160,112,25,2,336,174,3128,16,74,2879,3631,937,2296,185,340,748,1065,295,823,210,339,17476,7114,12931,82734,44,4045,62245,67711,34105,43301,4115,7737,12951,19504,1555,12648,1892,1967,376598,35,109,488,632
Ourém,2019,5663,3580,2083,13.6,208,9,444,15,9,825,1374,111,549,55,229,437,484,212,327,107,268,5353,164,115,29,2,353,220,3164,15,75,2929,3686,957,2351,199,376,800,1086,297,869,205,337,17919,6013,16955,92250,35,4303,63747,74402,36790,44874,4112,9303,13812,19896,1643,13420,1837,2210,405603,17,108,509,634
Ourém,2020,5549,3436,2113,13.3,176,10,437,17,8,812,1333,116,532,55,235,447,444,211,335,98,283,5245,160,112,30,2,322,254,3125,17,187,2918,3592,978,2076,213,399,811,988,300,885,195,345,17605,5850,20841,90360,35,3517,64875,67970,39232,15145,4784,8219,14461,15967,1601,12964,1330,1831,368985,17,73,385,475
Ourém,2021,5767,3547,2220,13.8,190,12,444,18,9,854,1348,117,501,65,258,477,494,203,374,111,292,5475,150,109,32,1,332,323,3312,18,193,2979,3446,985,1907,230,404,868,1019,304,942,201,334,17797,7340,33681,112262,20,5987,70581,85633,40768,21381,5841,7987,15804,16316,1874,14552,1579,1746,443352,18,105,538,661
Ourém,2022,6019,3716,2303,14.4,189,11,450,32,10,869,1354,122,516,69,270,506,561,225,401,131,303,5704,156,124,33,2,300,344,3451,0,0,3157,3504,1038,2100,256,429,947,1138,322,981,243,353,18833,9801,22004,123563,0,0,75280,97161,48718,41577,7555,12134,18298,20714,2410,16451,3436,2007,511614,28,111,573,712
Ourém,2023,6345,3980,2365,15.2,196,11,452,29,9,902,1384,134,532,81,282,535,655,232,409,151,351,6019,153,130,41,2,315,246,3716,29,182,3380,3554,1078,2354,284,463,987,1257,393,1022,264,634,20158,17929,17828,156164,14,7054,90865,98709,54116,58619,9127,11888,21070,21956,2437,17852,4114,9214,598957,28,116,668,812
Ourém,2024,6687,4231,2456,16.0,188,13,460,28,9,948,1407,161,567,97,291,566,773,243,417,150,369,6347,160,128,49,3,314,235,3908,28,183,3837,3741,1175,2539,285,459,1018,1362,418,1004,269,694,21469,15957,16396,164012,31,6480,112170,111506,58675,65609,9603,18959,23340,23831,2780,19117,5667,10576,664708,22,132,762,916
Ovar,2016,5703,3989,1714,38.6,293,1,461,28,6,346,1324,75,382,44,138,553,927,317,399,135,274,5476,132,58,30,7,383,0,8287,28,0,830,3850,588,819,76,204,761,1664,413,552,179,335,18994,3238,0,233033,352,0,10171,85627,14493,8700,1356,10242,9855,13861,2100,5332,1382,2252,402664,25,98,711,834
Ovar,2017,5803,4055,1748,39.3,285,2,459,27,7,377,1332,77,401,52,142,559,938,309,401,157,278,5562,134,68,30,9,371,0,9046,0,28,912,3975,656,861,85,194,800,1678,394,565,199,348,20141,3622,0,286854,0,1134,11619,91691,15657,10430,1392,11258,11844,14196,2134,6102,1723,2540,472313,26,79,678,783
Ovar,2018,5859,4051,1808,39.7,290,2,449,29,8,376,1302,80,406,59,159,560,937,331,428,161,282,5622,129,70,30,8,376,0,9433,0,36,943,4019,671,851,107,229,809,1624,417,619,209,348,20722,4117,0,309643,0,1415,12790,94158,15948,10805,1798,12581,12364,15945,2613,6747,1864,2599,505449,36,75,617,728
Ovar,2019,5987,4098,1889,40.5,295,2,460,29,8,386,1303,92,403,62,166,585,918,344,456,159,319,5738,138,69,34,8,394,0,9939,0,37,923,4115,802,881,107,244,862,1684,435,667,205,381,21707,4132,0,334558,0,1219,12774,95587,19707,11267,1987,14325,13083,15687,2716,7229,2103,2667,539131,20,76,689,785
Ovar,2020,5868,3971,1897,39.7,274,2,414,30,9,415,1286,95,387,54,169,596,837,337,471,166,326,5632,126,70,33,7,377,0,9656,30,0,943,4030,805,872,89,260,873,1728,417,665,203,387,21372,3806,0,298950,56,0,13072,99307,20183,8207,1772,13655,13051,16176,2096,6435,1140,2345,501199,17,60,557,634
Ovar,2021,6080,4092,1988,41.2,269,2,426,28,9,431,1303,106,389,62,186,637,876,341,508,174,333,5834,135,69,34,8,0,0,10084,28,37,1040,4014,809,897,101,293,908,1699,448,680,214,373,21985,0,0,401580,30,2246,16517,147290,20963,9375,2002,14617,15229,18122,2433,7667,1223,2169,664995,21,88,676,785
Ovar,2022,6395,4348,2047,43.3,259,2,444,36,8,459,1298,117,422,69,201,660,943,391,543,190,353,6141,141,75,33,5,358,0,10319,0,37,1142,4028,759,1011,105,330,945,1249,500,729,238,393,22182,4298,0,427405,0,2983,18873,146428,21312,15598,1832,16009,16541,19563,3493,8917,1873,2962,708167,17,87,801,905
Ovar,2023,6600,4492,2108,44.7,250,2,455,24,7,469,1256,147,441,85,205,646,1048,416,546,207,396,6347,140,73,33,7,345,0,11134,25,0,1156,3935,798,1140,113,330,906,1922,511,648,250,441,23692,6721,0,492605,23,0,20586,117907,24150,18882,2489,20622,16640,22291,3727,10158,2295,3227,765341,13,78,753,844
Ovar,2024,6750,4571,2179,45.7,235,2,444,22,6,479,1269,165,456,89,229,677,1041,408,569,241,418,6501,131,76,35,7,347,0,11053,0,34,1208,3818,807,1278,133,333,958,1864,508,678,298,471,23813,6610,0,515365,0,2866,23555,120000,26395,21453,4495,22302,17414,23518,3842,11492,3213,3669,806275,11,80,801,892
Palmela,2016,6380,4571,1809,13.7,779,0,305,19,12,398,1185,107,445,68,169,569,928,358,475,228,335,6152,113,68,38,9,1075,0,9103,19,365,1905,3068,621,930,504,217,990,2812,732,1003,337,402,24083,10842,0,441458,29,20119,39324,58900,20238,10787,31622,2633,15339,53749,11321,13267,3820,2407,735853,78,107,891,1076
Palmela,2017,6588,4692,1896,14.2,792,0,306,16,11,399,1168,121,487,77,186,600,940,372,493,245,375,6337,137,64,40,10,1132,0,10308,16,372,1910,3197,737,1053,495,231,1124,3009,733,1042,362,447,26168,10294,0,508514,22,18416,44852,67654,21910,13448,31175,13069,19251,61384,11634,14696,4130,2563,843012,85,87,910,1082
Palmela,2018,6786,4800,1986,14.6,798,0,307,16,12,433,1170,139,511,79,216,627,946,359,531,256,386,6520,143,71,43,9,1076,0,12112,16,396,2088,3262,826,1202,510,292,1377,3777,697,1195,375,472,29673,11273,0,658794,21,16371,53715,68969,21781,15625,25137,14126,30708,79650,12366,16184,4468,3050,1032237,91,103,913,1107
Palmela,2019,7029,4897,2132,15.1,773,0,317,16,14,479,1162,169,519,95,249,647,999,371,552,262,405,6746,146,77,48,12,1075,0,12439,16,432,2254,3293,874,1233,645,328,1448,4049,732,1193,405,481,30897,10713,0,717135,15,19934,51734,74284,25459,17015,26100,18709,35221,88118,9341,18623,5395,3180,1120976,55,122,960,1137
Palmela,2020,7035,4826,2209,15.1,776,0,306,17,12,491,1157,175,493,103,252,664,967,374,568,261,419,6740,155,84,42,14,1031,0,12432,17,465,2365,3367,1099,1162,607,313,1460,3901,772,1261,501,484,31237,10763,0,641520,12,27006,53750,81174,29272,12032,20113,20798,32492,78367,13730,20397,7028,2822,1051276,56,83,801,940
Palmela,2021,7337,4962,2375,15.8,749,0,313,13,14,528,1178,187,475,129,298,719,1058,373,634,265,404,7035,153,87,50,12,1048,0,12073,13,536,2562,3480,1111,1180,667,381,1329,3814,771,1392,532,454,31343,12386,0,723300,3,33712,59063,96989,31772,12463,24360,21599,25477,81360,15009,26220,7018,2666,1173397,50,111,993,1154
Palmela,2022,7831,5298,2533,16.8,705,0,324,27,12,569,1180,213,510,154,345,741,1258,416,652,292,433,7487,194,84,54,12,1042,0,12044,27,600,2706,3489,1160,1350,498,452,1447,4055,809,1514,555,480,32228,12587,0,777092,2,31535,63160,106538,35594,19618,17473,10809,34291,96492,16756,27419,9585,3347,1262297,38,128,1133,1299
Palmela,2023,8375,5649,2726,18.0,709,0,332,14,13,672,1227,289,508,174,363,788,1397,449,668,304,468,8007,200,101,54,13,1152,0,12209,14,666,2998,3620,1278,1438,545,493,1574,4516,855,1581,594,517,34050,16756,0,789039,2,44215,74217,107707,40236,23090,20525,36853,37264,123731,18121,27310,10324,3859,1373249,60,165,1256,1481
Palmela,2024,8740,5846,2894,18.8,673,0,343,18,15,713,1257,343,529,205,388,794,1435,469,709,340,509,8354,203,114,55,14,1482,0,12048,18,741,3936,3738,1390,1526,567,525,1583,5027,888,1696,669,559,36393,15570,0,775241,1,48444,95768,107644,45188,24752,22591,12073,41058,149352,20123,31701,11287,4491,1405284,57,154,1251,1462
Pampilhosa da Serra,2016,281,192,89,0.7,38,0,17,9,0,46,61,11,30,1,6,15,8,5,7,14,13,276,4,1,0,0,0,0,41,13,0,129,108,15,62,0,6,25,8,5,7,16,16,511,0,0,341,39149,0,1320,1667,147,643,0,14,354,25,9,29,92,240,45915,10,9,32,51
Pampilhosa da Serra,2017,264,176,88,0.7,41,0,15,9,0,44,56,10,24,1,6,14,8,4,5,14,13,260,3,1,0,0,0,0,38,16,0,125,115,15,53,0,6,27,8,4,5,17,16,513,0,0,477,34718,0,1318,1695,164,693,0,312,473,26,11,16,112,219,41966,15,6,14,35
Pampilhosa da Serra,2018,270,179,91,0.7,38,0,17,11,0,48,56,11,24,2,5,13,10,7,4,12,12,262,6,2,0,0,56,0,0,15,0,129,128,15,53,0,5,33,10,7,4,14,15,534,672,0,0,37444,0,1569,1809,146,781,0,160,370,30,10,16,131,266,44638,6,13,16,35
Pampilhosa da Serra,2019,263,170,93,0.7,36,0,19,10,0,45,51,11,23,1,4,14,8,8,7,13,13,256,4,3,0,0,61,0,47,11,0,139,125,14,53,0,4,35,0,8,7,14,16,545,791,0,497,39319,0,1878,2122,166,762,0,304,524,0,43,7,151,267,47662,1,5,14,20
Pampilhosa da Serra,2020,248,153,95,0.6,31,0,15,10,0,42,51,12,24,1,4,14,10,7,5,10,12,240,7,1,0,0,49,0,0,12,0,148,124,16,40,0,4,31,11,7,5,11,16,512,786,0,0,38497,0,2115,2131,102,285,0,338,471,37,36,35,8,259,45873,4,3,8,15
Pampilhosa da Serra,2021,258,158,100,0.7,27,0,18,10,0,39,55,14,28,0,6,15,10,6,9,8,13,252,5,1,0,0,43,0,43,12,0,133,128,18,36,0,12,31,11,6,12,9,17,511,375,0,504,41867,0,1933,2215,130,282,0,443,467,59,34,75,0,276,48658,1,3,26,30
