territory,year,unemployment_total,unemployment_female,unemployment_male,unemployment[<25],unemployment[25-34],unemployment[35-44],unemployment[45-54],unemployment[>54],unemployment_el_b1,unemployment_el_b2,unemployment_el_b3,unemployment_el_hs,unemployment_el_c,unemployment_el_ne
Peniche,2017,883.4,456.2,427.3,98.4,186.3,184.4,209.8,204.5,183.2,148.6,175.2,216.9,103.9,55.7
Peniche,2018,812.0,454.3,357.8,82.6,165.0,176.8,196.1,191.5,176.2,147.9,163.5,188.9,91.5,44.0
Peniche,2019,717.0,393.4,323.6,77.6,149.5,159.3,159.0,171.7,140.4,118.8,167.8,189.8,69.4,30.8
Peniche,2020,903.8,471.4,432.4,91.9,210.8,192.5,205.5,203.2,164.3,151.5,193.0,255.3,104.3,35.5
Peniche,2021,959.4,536.5,422.9,99.7,229.3,196.5,205.1,228.8,147.9,173.3,197.9,281.1,110.0,49.2
Peniche,2022,806.2,461.4,344.8,81.7,149.4,165.7,182.0,227.4,122.8,148.1,174.8,230.1,89.7,40.8
Peniche,2023,834.4,476.2,358.3,79.8,162.7,176.7,182.9,232.4,122.3,154.1,180.4,248.1,89.6,39.9
Peniche,2024,783.7,436.8,346.9,72.3,167.8,164.8,156.4,222.4,106.2,146.1,163.2,266.9,69.8,31.6
Peso da Régua,2016,1340.3,679.6,660.8,205.1,285.7,237.7,305.8,306.1,341.3,224.8,232.4,306.2,119.5,116.1
Peso da Régua,2017,1199.2,615.1,584.1,153.8,239.9,217.3,275.3,312.8,313.7,216.9,198.4,264.4,100.3,105.5
Peso da Régua,2018,1086.0,565.6,520.4,123.8,206.9,196.5,241.7,317.2,282.9,186.5,182.1,228.8,99.9,105.8
Peso da Régua,2019,1058.0,573.6,484.4,111.4,186.8,189.4,241.3,329.1,275.8,173.5,185.5,220.3,93.2,109.7
Peso da Régua,2020,1035.7,577.5,458.2,98.4,195.7,185.4,233.0,323.2,249.6,161.9,183.6,238.2,88.9,113.5
Peso da Régua,2021,1020.2,578.3,441.9,109.8,181.4,193.2,216.3,319.5,231.7,156.4,192.3,246.3,81.8,111.8
Peso da Régua,2022,948.0,541.0,407.0,110.2,162.8,180.9,188.6,305.6,205.7,148.3,188.5,236.2,70.8,98.6
Peso da Régua,2023,876.8,496.1,380.8,82.7,142.7,174.4,178.8,298.3,190.7,153.7,169.7,208.6,59.3,95.0
Peso da Régua,2024,832.8,452.9,379.8,80.9,129.3,152.5,179.1,290.9,184.5,143.8,158.6,203.8,53.3,88.8
Pinhel,2016,295.3,186.2,109.1,41.8,63.7,58.6,62.9,68.3,43.5,23.1,72.3,80.3,52.8,23.3
Pinhel,2017,202.8,125.9,76.9,26.2,42.2,33.4,43.8,57.3,33.7,19.5,42.7,54.8,36.9,15.3
Pinhel,2018,164.3,104.4,59.9,25.4,35.5,32.5,30.3,40.6,25.6,15.3,37.3,41.2,31.4,13.5
Pinhel,2019,159.0,107.2,51.8,27.0,31.8,31.7,29.3,39.2,23.5,14.2,28.9,51.3,31.2,9.9
Pinhel,2020,158.3,91.2,67.2,24.3,31.8,36.5,26.0,39.8,24.7,20.8,28.5,43.8,32.8,7.8
Pinhel,2021,131.7,74.4,57.3,22.4,25.2,24.3,21.8,37.9,20.1,14.3,31.3,39.2,23.8,3.0
Pinhel,2022,112.3,70.4,41.8,18.7,25.3,20.3,16.0,31.9,16.9,6.3,18.3,38.8,22.6,9.4
Pinhel,2023,96.7,64.8,31.9,15.0,16.7,17.3,19.8,27.9,11.3,9.0,21.9,32.4,16.9,5.1
Pinhel,2024,102.0,56.9,45.1,14.5,18.8,20.4,23.3,25.0,9.0,11.4,21.7,35.8,16.9,7.2
Pombal,2016,1573.0,878.3,694.8,235.0,308.5,310.7,330.7,388.2,329.1,195.7,322.2,398.5,226.7,100.9
Pombal,2017,1261.8,753.3,508.5,177.4,242.4,229.2,262.7,350.2,260.3,166.2,259.3,317.6,164.3,94.3
Pombal,2018,1140.1,728.3,411.8,158.6,234.2,226.3,232.3,288.8,181.3,131.9,239.1,332.6,168.7,86.6
Pombal,2019,980.1,602.2,377.9,141.0,178.7,193.4,200.8,266.2,150.2,111.6,228.0,274.8,146.2,69.3
Pombal,2020,1098.3,677.8,420.5,159.5,211.7,227.6,219.0,280.5,155.8,135.9,248.6,340.8,158.3,58.8
Pombal,2021,1030.5,636.8,393.8,133.5,183.9,202.3,201.0,309.8,148.1,141.4,224.7,315.1,139.1,62.2
Pombal,2022,928.5,592.3,336.3,125.0,173.7,176.3,179.8,273.8,132.0,127.1,192.8,286.3,126.8,63.7
Pombal,2023,926.8,587.5,339.3,134.4,174.8,177.0,182.7,258.0,114.2,106.1,194.9,311.8,117.3,82.5
Pombal,2024,993.0,609.1,383.9,140.3,190.3,199.3,203.3,259.7,116.3,108.8,206.2,347.4,112.7,101.7
Ponta Delgada,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta Delgada,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta Delgada,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta Delgada,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta Delgada,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta Delgada,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta Delgada,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta Delgada,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta Delgada,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta do Sol,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta do Sol,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta do Sol,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta do Sol,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta do Sol,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta do Sol,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta do Sol,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta do Sol,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponta do Sol,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ponte da Barca,2016,515.1,275.5,239.6,76.5,104.2,92.9,129.8,111.7,117.3,64.8,116.8,134.8,55.8,25.5
Ponte da Barca,2017,372.2,199.7,172.5,50.1,66.6,64.4,88.4,102.7,95.2,38.9,82.6,92.4,43.8,19.3
Ponte da Barca,2018,264.1,134.7,129.4,30.3,45.2,54.2,60.9,73.5,71.3,26.4,51.3,59.9,37.9,17.2
Ponte da Barca,2019,250.5,140.6,109.9,24.4,41.9,50.3,55.8,78.1,57.5,27.9,45.1,63.7,39.6,16.8
Ponte da Barca,2020,270.8,152.4,118.4,42.2,51.3,51.2,60.5,65.7,44.1,27.9,59.8,88.6,38.9,11.6
Ponte da Barca,2021,247.9,143.3,104.7,34.7,57.0,43.8,53.2,59.3,38.3,21.7,51.2,90.5,37.3,8.9
Ponte da Barca,2022,195.7,114.8,80.9,25.9,30.1,33.8,48.3,57.5,32.8,22.3,41.3,63.6,27.3,8.3
Ponte da Barca,2023,193.3,102.1,91.2,26.3,36.3,33.4,44.7,52.6,24.8,22.6,45.4,68.9,24.6,6.9
Ponte da Barca,2024,222.6,122.7,99.9,30.8,34.9,37.8,56.5,62.5,19.7,24.3,58.3,84.8,30.6,5.0
Ponte de Lima,2016,1619.2,854.8,764.4,229.7,271.0,294.8,341.7,482.1,352.6,277.3,306.7,375.7,221.9,85.0
Ponte de Lima,2017,1175.8,600.2,575.7,139.8,183.8,193.2,232.3,426.7,292.4,184.6,228.7,243.3,158.3,68.7
Ponte de Lima,2018,802.1,423.8,378.3,103.5,131.4,137.8,143.7,285.8,188.3,117.7,153.6,167.7,131.8,43.1
Ponte de Lima,2019,617.3,348.1,269.3,88.9,97.4,110.8,120.7,199.5,125.8,80.2,132.4,147.3,106.2,25.5
Ponte de Lima,2020,899.5,512.3,387.3,151.1,181.8,174.8,182.8,209.1,118.9,131.7,209.0,292.0,124.4,23.5
Ponte de Lima,2021,781.3,462.5,318.8,107.7,152.5,138.2,172.4,210.5,112.4,125.2,171.7,226.4,120.9,24.7
Ponte de Lima,2022,561.8,345.9,215.9,74.4,103.2,101.4,116.1,166.8,69.9,93.1,99.8,194.3,80.5,24.2
Ponte de Lima,2023,599.9,379.2,220.8,80.8,100.8,112.6,125.0,180.8,63.3,91.2,131.4,200.8,90.0,23.3
Ponte de Lima,2024,615.3,391.2,224.2,68.8,117.2,112.7,132.8,183.9,64.5,91.8,122.9,222.3,89.7,24.2
Ponte de Sor,2016,820.2,419.3,400.8,103.9,161.3,180.9,197.6,176.5,163.4,115.3,164.1,237.2,73.0,67.2
Ponte de Sor,2017,585.8,311.0,274.8,69.3,133.5,131.9,135.1,116.0,75.1,84.4,122.5,189.5,65.1,49.3
Ponte de Sor,2018,425.7,237.3,188.4,58.6,93.8,89.3,90.8,93.2,44.4,63.5,81.0,151.7,53.1,32.0
Ponte de Sor,2019,420.0,243.9,176.1,69.8,88.1,88.2,80.3,93.7,45.0,56.6,97.9,142.4,53.6,24.5
Ponte de Sor,2020,460.3,251.0,209.3,65.2,90.8,101.3,98.3,104.8,57.8,71.9,105.3,151.3,43.8,30.1
Ponte de Sor,2021,479.4,281.6,197.8,78.4,93.8,95.2,101.8,110.2,59.8,72.3,106.2,163.2,48.4,29.7
Ponte de Sor,2022,453.3,251.3,202.0,66.8,83.8,86.0,105.1,111.7,62.4,68.6,84.3,155.8,51.2,31.1
Ponte de Sor,2023,433.8,237.3,196.6,59.1,83.4,89.1,101.8,100.4,49.6,54.4,103.2,155.8,43.7,27.2
Ponte de Sor,2024,445.3,254.8,190.5,50.0,98.9,87.2,94.4,114.8,51.1,60.3,102.4,168.7,42.9,19.9
Portalegre,2016,892.2,488.9,403.3,109.4,196.5,206.4,201.8,178.1,111.3,103.7,210.3,256.4,160.3,50.2
Portalegre,2017,758.7,404.5,354.2,101.9,166.1,170.7,162.1,157.9,84.2,80.8,149.3,251.7,148.3,44.4
Portalegre,2018,665.3,377.4,287.8,79.1,143.6,139.6,149.4,153.6,66.5,81.5,141.4,208.3,122.3,45.3
Portalegre,2019,587.3,339.3,247.9,73.8,122.9,129.3,128.1,133.1,43.3,69.3,130.0,184.9,111.6,48.3
Portalegre,2020,643.9,349.6,294.3,93.3,135.5,146.3,129.6,139.3,49.7,74.8,144.2,218.6,112.3,44.4
Portalegre,2021,598.6,329.7,268.9,88.3,130.5,126.6,109.5,143.7,45.8,63.3,135.7,200.6,106.6,46.7
Portalegre,2022,517.5,290.3,227.2,76.8,107.5,97.8,94.4,141.0,47.0,53.8,103.3,170.2,95.5,47.8
Portalegre,2023,521.7,267.9,253.8,64.6,112.4,98.7,105.8,140.2,43.8,54.9,108.8,176.2,76.3,61.7
Portalegre,2024,564.2,292.5,271.7,73.7,140.3,110.0,110.1,130.1,37.4,54.7,110.0,197.8,101.3,63.0
Portel,2016,354.9,194.3,160.6,43.9,84.7,79.4,79.4,67.5,91.3,64.8,67.7,85.5,28.0,17.8
Portel,2017,289.3,158.9,130.3,44.8,67.6,59.4,62.3,55.2,63.7,50.8,57.3,77.4,24.9,15.1
Portel,2018,203.8,116.4,87.4,28.0,39.6,47.0,40.5,48.8,42.0,43.8,37.8,50.8,19.6,9.9
Portel,2019,175.9,104.5,71.4,26.7,31.4,34.3,32.8,50.8,39.6,29.9,32.7,42.7,20.8,10.3
Portel,2020,224.8,140.5,84.3,36.3,49.8,34.4,45.8,58.5,48.4,33.6,48.8,60.8,22.4,10.8
Portel,2021,247.8,151.5,96.3,34.8,54.4,40.8,54.5,63.3,55.7,38.2,53.2,64.5,18.7,17.7
Portel,2022,199.5,117.0,82.5,23.9,44.5,35.5,39.2,56.4,43.9,37.8,35.4,48.9,12.7,20.8
Portel,2023,187.0,107.0,80.0,29.1,46.8,32.3,31.0,47.8,35.4,33.3,33.7,52.0,12.5,20.2
Portel,2024,196.0,111.3,84.8,27.0,43.3,42.3,40.2,43.3,35.9,32.8,41.9,51.0,16.0,18.4
Portimão,2016,3134.0,1672.5,1461.5,333.9,657.5,752.1,750.2,640.3,538.8,496.6,703.4,868.6,268.9,257.7
Portimão,2017,2763.3,1472.3,1291.0,290.3,575.2,668.3,621.8,607.6,451.3,403.0,620.8,809.9,254.7,223.6
Portimão,2018,2471.0,1339.5,1131.5,277.9,505.6,553.8,558.5,575.2,401.6,366.0,562.3,713.8,213.5,213.8
Portimão,2019,2225.4,1220.3,1005.1,234.1,476.4,499.4,494.0,521.5,332.9,280.8,524.8,685.4,169.3,232.3
Portimão,2020,3958.0,2172.5,1785.5,446.4,917.0,911.8,859.4,823.4,493.1,459.3,1018.5,1360.6,262.3,364.3
Portimão,2021,4048.6,2199.0,1849.6,432.6,941.3,890.6,878.9,905.2,466.7,499.0,994.8,1363.9,299.1,425.2
Portimão,2022,2705.4,1435.3,1270.1,254.6,605.5,564.5,604.1,676.8,330.4,363.6,582.4,863.8,208.6,356.7
Portimão,2023,2615.3,1368.8,1246.5,270.0,639.9,570.1,577.2,558.2,289.3,369.3,519.7,929.4,186.4,321.2
Portimão,2024,2808.8,1451.7,1357.2,292.6,732.3,637.3,581.5,565.3,268.9,385.6,554.2,1126.9,190.4,282.8
Porto,2016,19406.5,9882.6,9523.9,1860.3,3956.1,3961.3,4966.3,4662.6,4061.3,3469.4,3600.5,4138.6,3210.6,926.2
Porto,2017,15929.7,8215.5,7714.2,1169.3,2993.8,3250.4,4085.3,4430.9,3452.3,2952.1,2724.0,3458.8,2472.3,870.3
Porto,2018,12769.2,6732.3,6036.8,831.8,2367.4,2513.6,3244.3,3812.0,2614.3,2064.9,2300.7,2950.0,2147.5,691.8
Porto,2019,10463.4,5541.5,4921.9,648.3,1873.8,2047.3,2547.5,3346.6,2065.4,1633.7,1908.4,2465.3,1807.9,582.8
Porto,2020,11657.8,6175.5,5482.3,888.2,2421.8,2430.5,2597.0,3320.3,1835.7,1702.6,2135.4,3230.4,2165.3,588.4
Porto,2021,12595.8,6678.6,5917.2,964.0,2710.2,2554.0,2745.9,3621.7,1853.5,1843.3,2397.2,3503.1,2252.7,746.1
Porto,2022,10503.8,5528.8,4975.1,721.9,2048.8,2071.7,2323.3,3338.1,1560.6,1572.8,1874.6,2885.2,1840.6,770.1
Porto,2023,10179.6,5292.3,4887.3,741.6,2046.2,2064.0,2181.0,3146.8,1385.9,1511.3,1787.9,3133.9,1724.3,636.3
Porto,2024,11045.7,5722.0,5323.7,871.5,2396.9,2219.2,2317.8,3240.3,1357.6,1582.2,1982.5,3713.3,1851.3,558.8
Porto Moniz,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Moniz,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Moniz,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Moniz,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Moniz,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Moniz,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Moniz,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Moniz,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Moniz,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Santo,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Santo,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Santo,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Santo,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Santo,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Santo,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Santo,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Santo,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto Santo,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porto de Mós,2016,831.9,443.9,388.0,123.4,144.6,158.9,199.7,205.3,167.2,128.9,182.1,185.0,97.3,71.4
Porto de Mós,2017,599.8,332.9,266.9,80.9,101.3,111.6,143.7,162.4,114.2,98.0,108.6,143.1,77.4,58.6
Porto de Mós,2018,492.7,276.7,216.0,62.7,83.9,103.5,108.7,133.9,73.1,74.2,101.9,124.1,72.1,47.3
Porto de Mós,2019,401.8,234.3,167.5,53.8,69.6,76.8,82.1,119.6,52.3,53.8,86.2,114.6,60.9,34.0
Porto de Mós,2020,510.7,304.3,206.3,71.4,96.8,101.4,108.4,132.6,57.2,69.4,110.8,164.2,67.0,42.1
Porto de Mós,2021,472.6,270.2,202.4,62.8,86.7,79.5,105.1,138.5,60.7,53.8,86.4,146.5,81.3,43.8
Porto de Mós,2022,423.2,255.9,167.3,54.3,82.3,75.9,91.3,119.5,50.4,43.5,76.5,131.0,76.8,44.9
Porto de Mós,2023,461.7,269.5,192.2,58.8,85.6,88.8,97.3,131.1,48.3,55.3,92.4,140.9,67.2,57.6
Porto de Mós,2024,464.8,257.3,207.4,53.8,91.2,88.2,90.2,141.4,52.3,61.1,94.4,129.9,63.2,63.8
Povoação,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Povoação,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Povoação,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Povoação,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Povoação,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Povoação,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Povoação,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Povoação,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Povoação,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proença-a-Nova,2016,220.0,117.8,102.2,26.4,43.8,37.6,55.4,56.8,53.6,28.3,38.4,55.2,36.9,7.7
Proença-a-Nova,2017,210.3,118.5,91.8,23.4,36.6,40.0,41.3,68.9,47.8,29.8,36.4,45.2,45.3,5.8
Proença-a-Nova,2018,201.6,119.8,81.8,19.0,29.2,35.8,39.5,78.1,46.0,24.7,36.2,48.0,40.3,6.5
Proença-a-Nova,2019,164.1,98.2,65.9,8.7,25.2,30.3,31.2,68.8,39.5,17.8,30.8,44.5,26.0,5.6
Proença-a-Nova,2020,157.8,88.0,69.8,14.7,26.6,24.2,32.9,59.5,32.3,18.8,30.2,47.0,24.4,5.2
Proença-a-Nova,2021,153.2,85.9,67.3,17.3,21.2,24.7,27.4,62.6,29.8,17.4,28.4,50.2,23.2,4.3
Proença-a-Nova,2022,139.3,85.5,53.8,20.2,19.5,23.1,23.2,53.3,22.2,13.3,23.4,56.3,19.2,5.0
Proença-a-Nova,2023,121.9,75.8,46.1,15.9,18.8,21.8,23.0,42.4,13.7,11.3,20.9,51.0,18.3,6.7
Proença-a-Nova,2024,124.5,75.9,48.6,15.8,24.3,18.6,23.7,42.2,15.3,14.4,20.2,50.3,20.3,4.2
Póvoa de Lanhoso,2016,1099.1,564.8,534.3,162.8,201.3,189.8,253.3,291.9,318.6,182.1,208.1,209.1,121.9,59.3
Póvoa de Lanhoso,2017,987.8,542.6,445.2,143.3,171.3,171.2,206.0,295.9,276.8,152.8,186.2,207.0,109.1,55.9
Póvoa de Lanhoso,2018,885.6,490.7,394.9,107.7,156.6,166.6,180.8,273.9,239.7,144.7,168.3,182.0,106.9,44.1
Póvoa de Lanhoso,2019,784.9,454.4,330.5,81.0,121.7,143.3,163.3,275.7,220.0,142.7,155.1,157.0,70.3,39.9
Póvoa de Lanhoso,2020,827.0,474.3,352.7,90.3,151.5,153.6,167.4,264.3,208.4,142.8,157.7,206.0,83.1,29.1
Póvoa de Lanhoso,2021,801.8,464.0,337.8,70.9,147.2,133.9,167.0,282.8,203.8,151.5,149.3,188.3,80.8,28.3
Póvoa de Lanhoso,2022,684.8,398.5,286.3,67.4,114.8,109.0,114.6,279.0,170.7,120.3,111.7,177.5,71.8,32.8
Póvoa de Lanhoso,2023,675.3,406.0,269.3,64.0,104.8,106.0,132.3,268.2,147.5,119.1,130.7,177.8,70.3,30.1
Póvoa de Lanhoso,2024,642.5,386.0,256.5,62.0,103.6,112.0,131.3,233.7,122.6,120.3,127.8,170.0,76.7,25.3
Póvoa de Varzim,2016,3411.6,1831.4,1580.2,466.2,634.8,669.9,774.2,866.5,696.5,580.6,631.4,828.3,533.3,141.4
Póvoa de Varzim,2017,2791.2,1510.5,1280.7,303.7,498.4,532.0,619.8,837.3,604.3,482.2,486.3,692.8,436.4,89.2
Póvoa de Varzim,2018,2177.2,1199.2,978.0,246.3,386.3,427.8,433.8,683.1,416.8,341.7,393.1,568.3,370.9,86.5
Póvoa de Varzim,2019,2092.9,1149.2,943.8,223.3,363.6,420.9,432.8,652.3,362.6,356.9,381.8,570.8,329.7,91.1
Póvoa de Varzim,2020,2411.1,1339.2,1071.9,264.4,439.7,502.3,510.5,694.2,390.7,385.3,443.4,750.8,352.3,88.6
Póvoa de Varzim,2021,2403.0,1356.6,1046.4,243.2,437.9,458.4,524.9,738.6,394.5,397.6,405.4,777.1,336.8,91.7
Póvoa de Varzim,2022,1986.3,1115.3,870.9,194.2,323.2,354.3,414.0,700.6,320.8,312.5,320.1,643.5,297.6,91.8
Póvoa de Varzim,2023,2043.4,1140.4,903.0,202.4,343.1,370.5,426.9,700.5,310.8,326.2,347.7,689.0,285.8,83.9
Póvoa de Varzim,2024,2185.5,1212.9,972.6,245.8,398.3,411.9,435.3,694.2,240.1,380.4,370.9,843.0,277.1,74.0
Redondo,2016,374.4,220.0,154.4,58.3,76.3,84.9,82.2,72.8,74.4,80.4,85.1,81.8,29.7,23.0
Redondo,2017,308.8,199.8,109.0,41.7,60.6,71.7,66.0,68.8,53.5,64.0,67.2,73.7,29.9,20.5
Redondo,2018,224.9,137.8,87.2,34.8,37.3,44.8,43.9,64.1,40.5,48.6,52.8,50.3,14.6,18.2
Redondo,2019,196.6,120.0,76.6,28.8,42.0,44.2,32.0,49.6,30.4,38.1,44.7,48.3,19.3,15.9
Redondo,2020,231.3,144.0,87.3,31.7,46.0,48.5,46.8,58.4,35.2,43.2,58.2,56.8,21.4,16.6
Redondo,2021,205.9,133.3,72.6,23.5,38.3,43.1,46.7,54.3,28.6,39.9,48.2,54.8,17.3,17.1
Redondo,2022,221.3,142.8,78.5,32.5,34.4,49.0,47.3,58.1,32.2,41.3,50.7,63.7,14.4,19.0
Redondo,2023,201.2,125.8,75.4,23.0,32.6,40.1,46.6,58.9,35.3,32.8,38.3,59.7,11.5,23.7
Redondo,2024,220.8,139.2,81.6,28.4,41.0,43.3,49.3,58.8,36.3,32.6,37.3,79.8,13.5,21.4
Reguengos de Monsaraz,2016,665.1,356.3,308.8,96.6,135.3,161.1,154.7,117.5,109.3,124.4,140.2,160.4,51.7,79.2
Reguengos de Monsaraz,2017,534.8,293.9,240.9,75.7,119.8,122.9,121.8,94.7,69.8,94.8,110.0,145.8,36.2,78.4
Reguengos de Monsaraz,2018,425.6,232.3,193.3,53.5,90.5,85.8,101.8,94.1,66.4,72.8,75.8,104.3,27.8,78.5
Reguengos de Monsaraz,2019,391.2,224.8,166.4,57.8,85.9,74.6,82.5,90.4,70.9,59.7,76.8,83.8,26.6,73.3
Reguengos de Monsaraz,2020,443.6,265.3,178.3,63.0,103.8,82.1,98.7,96.0,61.8,64.9,92.9,116.5,33.9,73.6
Reguengos de Monsaraz,2021,436.1,261.8,174.3,52.4,107.2,83.7,89.2,103.7,64.1,56.4,86.3,115.5,42.6,71.3
Reguengos de Monsaraz,2022,379.0,226.8,152.2,45.0,95.3,69.1,78.5,91.2,54.4,54.2,69.1,100.0,30.4,70.9
Reguengos de Monsaraz,2023,367.8,218.1,149.7,42.8,87.9,76.7,76.5,83.9,43.7,60.8,69.3,97.8,25.3,71.0
Reguengos de Monsaraz,2024,439.4,253.3,186.2,61.3,99.4,92.8,86.9,99.1,56.6,75.8,92.3,108.0,33.5,73.3
Resende,2016,817.9,464.2,353.8,140.4,149.7,162.8,213.9,151.2,227.2,117.6,166.6,170.3,52.3,83.9
Resende,2017,747.8,427.8,319.9,119.1,128.3,138.3,193.9,168.2,203.3,104.8,154.7,163.4,45.0,76.6
Resende,2018,699.9,416.9,283.0,107.2,130.2,130.2,175.7,156.8,193.3,94.8,152.6,141.8,52.2,65.3
Resende,2019,564.3,340.9,223.4,72.9,98.3,107.3,137.3,148.6,147.6,75.0,127.2,114.6,38.3,61.8
Resende,2020,553.2,349.7,203.5,72.8,97.3,104.6,133.7,144.9,142.8,77.6,120.4,131.0,35.2,46.3
Resende,2021,563.4,350.0,213.4,79.2,97.6,101.4,134.9,150.3,149.5,72.6,120.3,129.4,39.8,51.8
Resende,2022,557.7,354.0,203.7,67.8,88.3,99.1,140.8,161.7,143.1,78.0,111.7,122.8,44.6,57.6
Resende,2023,586.4,380.2,206.3,72.3,91.6,96.8,137.8,188.0,152.3,76.2,107.5,154.6,36.5,59.4
