territory,year,unemployment_total,unemployment_female,unemployment_male,unemployment[<25],unemployment[25-34],unemployment[35-44],unemployment[45-54],unemployment[>54],unemployment_el_b1,unemployment_el_b2,unemployment_el_b3,unemployment_el_hs,unemployment_el_c,unemployment_el_ne
Celorico de Basto,2016,1101.8,582.3,519.4,135.7,177.2,207.8,293.2,288.0,345.5,201.6,215.2,197.0,75.8,66.7
Celorico de Basto,2017,1061.0,588.4,472.6,137.4,162.7,178.3,269.6,313.1,319.4,192.6,199.2,209.8,76.2,63.9
Celorico de Basto,2018,876.7,506.8,369.8,91.4,112.7,160.4,221.2,291.0,267.4,171.9,152.7,165.7,62.2,56.8
Celorico de Basto,2019,708.3,434.4,273.8,75.4,101.1,129.2,150.7,251.9,186.5,126.8,138.9,131.1,64.7,60.3
Celorico de Basto,2020,782.9,487.8,295.2,88.3,107.9,127.3,170.3,289.1,221.0,136.9,143.8,163.3,73.8,44.2
Celorico de Basto,2021,808.4,504.7,303.8,98.5,115.3,126.4,166.2,302.1,215.3,127.6,147.8,183.6,88.0,46.3
Celorico de Basto,2022,752.8,484.8,267.9,68.9,98.6,116.4,159.0,309.8,209.8,128.3,127.8,171.5,69.5,45.8
Celorico de Basto,2023,740.6,478.2,262.4,60.2,108.3,117.8,150.4,303.8,190.5,124.0,149.0,180.0,59.3,37.8
Celorico de Basto,2024,759.8,492.3,267.4,61.0,108.6,123.9,158.4,307.8,195.8,118.9,163.2,176.9,67.0,38.0
Chamusca,2016,314.8,164.8,150.1,35.4,68.8,63.6,67.8,79.2,77.9,49.5,74.8,58.8,25.8,28.0
Chamusca,2017,227.6,119.0,108.6,24.6,44.9,49.0,45.2,63.9,49.4,38.7,52.2,49.3,18.3,19.8
Chamusca,2018,187.3,112.3,74.9,20.7,38.0,42.5,32.8,53.3,38.3,23.9,45.6,50.4,12.6,16.4
Chamusca,2019,181.7,102.6,79.1,17.6,35.1,41.6,30.8,56.6,39.8,28.1,47.6,42.8,10.8,12.7
Chamusca,2020,180.8,106.2,74.6,21.4,31.8,37.3,30.4,59.8,42.2,26.3,39.9,45.8,15.8,10.8
Chamusca,2021,199.6,116.8,82.8,24.0,37.1,38.3,40.8,59.3,45.3,31.3,45.2,49.8,17.7,10.5
Chamusca,2022,157.5,88.8,68.7,15.8,28.8,33.7,33.5,45.8,32.2,25.9,28.8,32.8,21.3,16.5
Chamusca,2023,150.2,91.2,59.0,14.6,27.1,35.1,29.5,43.9,24.4,26.9,35.0,32.9,16.6,14.3
Chamusca,2024,164.2,102.3,61.8,15.8,27.9,40.5,31.5,48.4,24.3,22.1,37.3,46.4,13.9,20.2
Chaves,2016,2333.0,1178.3,1154.7,295.5,488.8,473.4,503.8,571.6,486.7,324.8,447.3,594.8,330.8,148.6
Chaves,2017,1999.3,1020.5,978.8,248.8,413.3,375.8,420.3,541.1,429.2,252.5,411.3,528.7,253.5,124.3
Chaves,2018,1673.1,871.5,801.6,172.0,286.7,296.6,358.6,559.3,387.5,238.3,343.7,391.1,183.8,128.8
Chaves,2019,1490.8,818.3,672.6,135.7,267.3,244.2,310.7,533.1,377.2,194.7,273.2,352.0,183.3,110.6
Chaves,2020,1481.4,815.6,665.8,156.0,284.7,262.5,275.9,502.3,283.3,173.8,315.0,425.8,175.8,107.7
Chaves,2021,1434.3,786.3,647.9,162.4,276.9,272.1,276.8,446.0,232.8,193.6,288.7,435.0,179.8,104.3
Chaves,2022,1286.3,691.2,595.1,163.5,254.2,244.6,255.3,368.7,187.6,184.3,255.3,403.8,164.0,91.3
Chaves,2023,1168.6,656.1,512.5,146.3,225.0,241.1,246.6,309.7,151.8,162.2,228.8,394.5,160.3,71.1
Chaves,2024,1265.0,698.6,566.4,153.5,243.1,261.5,274.8,332.2,145.8,172.2,256.7,466.1,150.1,74.2
Cinfães,2016,1816.3,1003.1,813.2,228.8,294.7,391.7,455.4,445.8,592.0,324.0,358.1,321.7,93.4,127.1
Cinfães,2017,1428.0,844.1,583.9,187.3,213.9,274.5,343.9,408.4,466.1,240.3,269.7,276.0,64.3,111.7
Cinfães,2018,1020.1,609.5,410.6,124.8,141.3,178.3,239.5,336.2,351.4,165.8,177.9,196.9,44.6,83.5
Cinfães,2019,831.2,517.2,314.0,98.1,113.3,150.1,194.2,275.6,273.8,149.1,148.9,166.5,33.3,59.6
Cinfães,2020,927.8,553.9,373.9,102.3,132.4,172.3,224.6,296.2,281.2,161.3,188.8,197.0,42.3,57.3
Cinfães,2021,924.3,587.0,337.3,109.9,127.3,152.5,224.0,310.7,250.5,160.9,205.9,204.1,45.6,57.3
Cinfães,2022,768.9,486.9,282.0,70.8,89.3,114.6,191.2,303.1,212.6,153.2,155.0,153.6,38.1,56.5
Cinfães,2023,891.1,574.0,317.1,76.4,100.6,125.2,209.1,379.8,240.9,188.2,166.1,194.3,44.5,57.1
Cinfães,2024,968.5,637.9,330.6,94.3,107.3,147.2,230.0,389.8,198.1,189.1,220.3,264.4,41.7,55.0
Coimbra,2016,6817.3,3332.8,3484.4,847.6,1667.6,1559.6,1473.5,1269.0,767.9,731.0,1217.3,1921.5,1942.2,237.3
Coimbra,2017,5339.9,2665.3,2674.7,607.6,1232.8,1171.7,1179.1,1148.8,586.6,551.8,959.7,1477.8,1535.9,228.2
Coimbra,2018,4281.3,2232.9,2048.4,454.2,966.8,950.8,939.8,969.8,385.8,407.3,766.7,1205.4,1275.8,240.3
Coimbra,2019,3798.8,1968.0,1830.8,411.4,845.1,830.8,808.6,903.0,328.6,339.3,656.9,1088.1,1127.3,258.7
Coimbra,2020,4348.6,2272.3,2076.3,509.1,1019.4,958.4,887.7,974.0,325.3,431.5,719.6,1350.3,1206.8,315.1
Coimbra,2021,4475.6,2316.6,2159.0,497.0,1089.9,937.9,884.8,1066.0,312.8,439.6,712.8,1412.2,1222.8,375.4
Coimbra,2022,3906.6,2008.6,1898.0,407.8,881.3,755.2,783.3,1079.1,312.3,392.8,624.6,1219.9,1029.1,327.9
Coimbra,2023,4028.7,2071.0,1957.7,479.3,907.2,796.5,795.9,1049.8,268.5,374.9,656.1,1463.1,975.8,290.3
Coimbra,2024,4205.8,2192.3,2013.5,529.2,1041.8,790.7,809.3,1034.8,269.8,382.3,665.4,1654.6,940.8,292.8
Condeixa-a-Nova,2016,578.8,319.6,259.2,65.0,125.6,138.5,118.3,131.3,87.6,57.5,98.6,157.7,141.8,35.7
Condeixa-a-Nova,2017,427.8,228.3,199.4,47.3,88.0,95.0,89.0,108.4,58.1,38.8,76.8,118.0,103.4,32.8
Condeixa-a-Nova,2018,352.5,207.7,144.8,36.5,69.3,86.1,70.1,90.6,47.1,31.6,64.8,91.2,87.1,30.8
Condeixa-a-Nova,2019,330.4,187.6,142.8,41.3,62.8,77.7,65.3,83.3,33.8,25.1,54.8,89.5,95.8,31.4
Condeixa-a-Nova,2020,377.5,225.2,152.3,46.2,78.1,85.1,83.4,84.8,45.5,28.5,57.9,119.6,96.8,29.3
Condeixa-a-Nova,2021,360.1,215.5,144.6,45.3,80.4,75.6,76.6,82.3,37.6,26.8,56.8,123.8,91.1,23.9
Condeixa-a-Nova,2022,305.1,187.1,118.0,41.3,56.8,57.8,67.9,81.3,35.6,30.8,41.5,101.1,77.2,18.9
Condeixa-a-Nova,2023,287.7,170.8,116.8,42.8,45.8,57.3,60.6,81.3,30.8,24.1,45.5,104.4,63.4,19.4
Condeixa-a-Nova,2024,290.3,165.0,125.3,33.0,51.8,49.6,58.5,97.5,28.1,23.8,47.4,108.5,61.7,20.9
Constância,2016,174.9,103.8,71.2,18.8,38.7,47.7,40.4,29.3,28.4,26.3,38.3,47.8,21.8,12.3
Constância,2017,147.1,88.8,58.3,12.6,32.3,43.8,32.2,26.3,25.0,20.3,36.3,36.4,16.6,12.4
Constância,2018,140.8,84.3,56.5,13.2,25.9,42.0,33.8,25.8,23.7,19.9,34.6,34.3,17.8,10.4
Constância,2019,130.7,75.9,54.8,18.4,27.4,30.6,30.1,24.2,21.6,14.7,28.6,43.3,15.6,7.0
Constância,2020,134.6,79.1,55.5,17.8,31.8,28.8,27.8,28.5,20.5,16.7,32.2,39.8,19.4,6.0
Constância,2021,117.6,64.3,53.3,17.7,25.8,19.3,29.3,25.5,20.7,12.7,25.5,37.3,14.6,6.9
Constância,2022,108.2,60.0,48.2,12.9,24.6,14.1,24.8,31.8,18.3,10.8,27.1,31.8,12.7,7.6
Constância,2023,102.6,52.8,49.8,14.7,18.0,14.3,22.9,32.7,17.3,10.8,22.3,34.3,9.3,8.5
Constância,2024,112.3,57.5,54.8,19.5,20.0,18.8,22.3,31.8,13.3,14.3,23.8,39.4,13.6,7.8
Coruche,2016,787.1,446.6,340.5,101.9,130.5,154.3,168.5,231.9,239.3,125.3,144.3,129.6,65.7,82.9
Coruche,2017,724.4,438.5,285.9,97.3,124.1,137.9,159.1,206.0,205.4,121.1,130.4,113.9,57.3,96.3
Coruche,2018,668.7,399.9,268.8,84.7,114.0,129.3,149.5,191.3,187.8,103.8,120.8,115.7,44.3,96.3
Coruche,2019,583.2,348.5,234.7,74.3,106.3,104.5,116.3,181.9,170.2,94.7,96.0,91.8,41.9,88.7
Coruche,2020,633.0,390.9,242.1,76.5,130.3,117.4,128.8,180.1,169.8,94.4,110.1,129.0,41.1,88.6
Coruche,2021,581.6,354.3,227.3,78.3,111.8,100.6,119.6,171.3,152.5,89.9,104.7,103.5,40.9,90.1
Coruche,2022,517.1,306.8,210.3,65.8,107.8,88.6,106.0,149.0,122.3,83.0,93.2,94.9,32.0,91.8
Coruche,2023,501.5,289.6,211.9,61.3,113.0,89.5,102.3,135.4,101.6,74.7,99.3,97.3,37.5,91.1
Coruche,2024,485.3,271.5,213.8,62.5,105.8,91.3,92.8,132.9,95.3,69.8,97.3,99.5,37.2,86.2
Corvo,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvo,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvo,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvo,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvo,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvo,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvo,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvo,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corvo,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Covilhã,2016,2838.8,1404.6,1434.2,324.3,571.0,607.8,609.4,726.2,532.7,418.3,543.8,745.2,466.2,132.6
Covilhã,2017,2380.9,1195.7,1185.3,273.1,442.0,482.5,501.7,681.7,458.8,326.3,459.9,651.6,382.3,102.0
Covilhã,2018,1798.0,935.5,862.5,181.3,302.5,341.2,379.0,594.1,360.7,252.1,356.0,469.9,264.5,94.8
Covilhã,2019,1487.5,792.4,695.1,156.3,270.7,263.1,283.2,514.3,274.9,203.0,274.1,402.2,242.8,90.5
Covilhã,2020,1690.5,895.8,794.7,216.3,353.8,308.1,325.8,486.4,245.4,216.3,348.9,508.2,273.5,98.2
Covilhã,2021,1510.6,803.2,707.4,176.6,285.1,281.3,317.1,450.5,216.3,200.2,287.7,431.1,280.6,94.8
Covilhã,2022,1247.7,649.5,598.2,153.8,237.1,208.1,246.7,402.0,190.7,165.1,237.0,352.1,198.9,103.9
Covilhã,2023,1453.7,740.5,713.2,194.8,327.4,268.1,278.6,384.8,197.4,194.1,245.8,493.2,227.9,95.3
Covilhã,2024,1595.6,788.8,806.8,228.9,375.5,314.6,297.7,378.9,173.1,217.0,246.8,627.6,252.0,79.1
Crato,2016,179.3,97.8,81.5,21.6,31.7,39.0,50.2,36.9,45.1,28.0,32.7,36.7,15.8,21.1
Crato,2017,148.0,85.4,62.6,19.7,28.3,22.8,38.3,39.0,41.3,21.1,21.6,30.0,13.8,20.2
Crato,2018,124.5,67.5,57.0,15.3,23.8,18.9,30.8,35.7,31.2,17.6,21.8,25.6,12.2,16.3
Crato,2019,99.3,53.9,45.3,12.0,20.4,12.8,24.2,29.9,26.7,12.7,15.0,20.4,12.0,12.5
Crato,2020,122.3,70.8,51.5,18.1,25.7,16.6,31.3,30.8,32.8,16.6,20.1,27.4,12.7,12.8
Crato,2021,127.6,74.8,52.8,18.3,22.6,15.7,37.4,33.7,26.8,14.4,22.1,30.2,16.5,17.6
Crato,2022,116.5,71.0,45.5,15.0,22.2,13.2,31.8,34.3,20.4,20.8,19.4,25.5,11.8,18.6
Crato,2023,98.1,58.0,40.1,10.0,22.1,14.2,25.5,26.3,18.2,14.8,18.9,20.0,9.5,16.7
Crato,2024,99.7,57.8,41.9,11.8,19.3,14.9,23.6,30.2,19.7,12.0,17.6,23.3,7.7,19.4
Cuba,2016,231.9,118.7,113.3,33.4,61.2,56.5,51.7,29.2,34.1,30.4,46.9,66.5,26.8,27.2
Cuba,2017,215.8,119.9,95.9,32.3,53.3,45.6,48.9,35.8,31.4,32.0,39.7,61.8,24.3,26.7
Cuba,2018,175.3,99.1,76.2,27.0,41.3,32.6,42.4,31.9,27.6,31.3,32.9,41.0,15.4,27.0
Cuba,2019,162.3,97.8,64.4,28.8,35.9,25.2,41.3,31.1,22.5,30.9,31.0,32.3,15.4,30.2
Cuba,2020,175.4,106.6,68.8,27.6,37.9,33.9,45.8,30.3,23.6,32.8,31.6,42.3,18.3,26.8
Cuba,2021,167.8,100.1,67.8,28.9,34.3,31.4,40.8,32.4,20.6,30.3,33.2,41.6,17.2,25.1
Cuba,2022,167.3,94.8,72.6,27.1,36.4,27.4,37.1,39.3,18.7,28.3,32.9,46.8,11.8,28.8
Cuba,2023,187.3,97.5,89.8,40.9,36.6,31.0,36.0,42.8,19.1,32.3,37.0,50.6,12.2,36.2
Cuba,2024,167.7,85.6,82.1,29.9,35.6,33.6,30.8,37.8,18.2,34.5,31.6,36.3,13.1,34.1
Câmara de Lobos,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Câmara de Lobos,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elvas,2016,1833.0,971.0,862.0,251.3,444.7,429.1,405.3,302.7,314.7,293.9,370.0,465.0,135.2,254.3
Elvas,2017,1701.1,932.8,768.3,249.8,389.0,390.6,366.7,305.0,286.7,231.6,331.3,474.8,123.5,253.2
Elvas,2018,1382.8,769.1,613.7,197.1,308.9,319.0,294.0,263.8,236.5,166.7,274.3,360.8,95.8,248.7
Elvas,2019,1066.7,613.9,452.8,168.3,234.7,235.4,205.5,222.8,176.8,140.2,197.2,255.3,75.8,221.4
Elvas,2020,1137.1,653.5,483.6,150.9,258.0,269.8,225.4,233.0,159.9,155.7,216.5,315.8,64.4,224.8
Elvas,2021,1012.8,586.7,426.2,138.3,191.3,230.6,218.1,234.5,130.7,131.3,209.0,263.4,70.6,207.9
Elvas,2022,899.9,518.3,381.7,119.3,162.8,189.4,191.9,236.5,137.1,125.2,181.3,191.5,72.5,192.4
Elvas,2023,963.2,537.4,425.8,113.9,178.1,197.7,191.9,281.6,132.7,146.4,172.3,221.1,62.6,228.2
Elvas,2024,977.7,523.6,454.1,103.3,191.4,207.1,196.1,279.8,147.5,168.8,155.1,239.2,66.3,200.8
Entroncamento,2016,762.4,452.6,309.8,94.8,209.1,202.7,149.6,106.3,69.8,87.3,163.8,250.6,155.5,35.5
Entroncamento,2017,652.3,392.7,259.7,96.7,165.9,173.0,117.1,99.7,51.3,72.5,140.4,230.2,116.6,41.3
Entroncamento,2018,458.0,271.7,186.3,68.1,109.0,112.3,85.7,82.9,39.8,47.3,87.8,167.6,90.6,24.9
Entroncamento,2019,432.3,261.1,171.3,57.8,109.8,107.8,78.7,78.4,35.7,48.3,90.2,147.8,82.8,27.7
Entroncamento,2020,528.3,319.7,208.7,65.7,130.4,135.9,105.1,91.3,46.3,55.7,109.3,188.8,94.9,33.3
Entroncamento,2021,532.3,324.5,207.8,71.8,124.1,128.5,113.5,94.4,48.6,47.0,98.6,217.3,84.3,36.7
Entroncamento,2022,541.8,325.6,216.2,72.2,124.1,127.0,116.4,102.1,40.3,44.8,101.8,235.0,78.4,41.4
Entroncamento,2023,632.8,382.5,250.3,86.3,152.2,165.3,119.8,109.4,36.8,51.5,99.4,329.3,71.3,44.6
Entroncamento,2024,831.1,515.4,315.7,118.6,207.7,240.9,143.3,120.7,39.2,55.9,108.2,482.1,87.5,58.3
Espinho,2016,2636.5,1396.8,1239.8,327.5,444.3,531.1,699.3,634.3,652.3,435.1,504.7,535.8,307.5,201.2
Espinho,2017,2288.7,1252.5,1036.2,245.2,347.6,446.3,632.6,617.1,550.8,398.4,430.6,483.3,266.5,159.0
Espinho,2018,1794.1,995.3,798.8,153.0,281.1,351.8,474.6,533.7,404.4,328.1,316.9,393.6,206.8,144.3
Espinho,2019,1515.3,833.2,682.2,144.1,234.5,293.7,363.2,479.9,318.3,262.0,270.3,357.0,189.1,118.8
Espinho,2020,1443.9,781.9,662.0,146.2,234.8,282.9,316.7,463.3,237.0,229.4,273.9,384.1,219.3,100.2
Espinho,2021,1592.9,902.6,690.3,162.2,259.8,320.6,345.3,505.1,261.0,251.8,291.7,452.2,230.8,105.4
Espinho,2022,1194.5,668.3,526.3,101.1,166.5,192.5,251.2,483.3,231.7,199.1,201.4,318.6,161.8,82.0
Espinho,2023,1102.4,622.5,479.9,89.7,163.3,192.7,219.8,436.9,195.3,167.6,215.3,315.5,131.0,77.8
Espinho,2024,1107.3,628.0,479.3,111.2,197.3,195.8,203.8,399.3,164.8,160.3,221.3,361.5,141.2,58.2
Esposende,2016,1255.1,689.8,565.3,194.7,236.5,247.1,248.5,328.3,218.2,187.1,248.3,319.1,246.5,35.9
Esposende,2017,952.5,530.0,422.5,135.0,173.2,178.2,185.8,280.3,170.8,124.8,165.0,261.6,207.3,23.0
Esposende,2018,762.8,432.3,330.5,95.1,135.2,156.8,142.8,233.0,125.4,96.0,135.2,219.2,174.3,12.8
Esposende,2019,650.1,372.0,278.1,72.0,114.8,123.3,123.2,216.8,98.7,85.8,117.4,190.3,148.8,9.3
Esposende,2020,769.9,457.8,312.1,83.8,154.1,151.5,151.8,228.8,101.8,112.1,141.0,246.5,162.9,5.6
Esposende,2021,737.2,450.8,286.3,73.3,126.1,157.0,157.0,223.8,90.2,113.6,131.3,241.6,152.4,8.1
Esposende,2022,656.6,404.3,252.3,73.3,112.3,137.1,126.0,207.8,77.9,86.3,106.9,247.9,127.3,10.2
Esposende,2023,700.7,418.3,282.3,88.9,126.3,153.4,142.2,189.9,66.3,82.8,117.4,291.5,131.0,11.7
Esposende,2024,764.1,472.5,291.6,86.6,140.5,168.3,172.3,196.4,70.2,95.7,114.8,318.8,153.3,11.3
Estarreja,2016,1130.7,645.3,485.3,170.8,217.3,198.1,243.3,301.2,241.3,185.9,232.3,212.2,136.2,122.8
Estarreja,2017,890.5,521.4,369.1,116.7,165.9,163.3,187.1,257.5,173.8,157.1,164.3,157.1,113.1,125.1
Estarreja,2018,754.9,442.1,312.8,88.5,148.3,142.4,151.1,224.7,142.4,109.4,151.9,139.7,86.1,125.4
Estarreja,2019,738.4,418.8,319.7,88.1,150.2,152.3,141.3,206.6,119.2,113.8,140.7,159.0,86.1,119.7
Estarreja,2020,880.0,501.4,378.6,117.6,196.3,166.8,170.7,228.6,136.4,154.8,178.1,193.2,87.3,130.3
Estarreja,2021,841.2,469.6,371.6,102.4,175.9,157.1,157.8,248.0,141.3,150.8,167.8,173.1,79.3,129.0
Estarreja,2022,658.8,374.2,284.7,94.8,126.6,109.1,126.8,201.7,90.4,118.9,119.2,154.9,68.7,106.8
Estarreja,2023,710.7,395.1,315.6,110.8,136.5,126.7,135.9,200.8,83.3,132.9,145.0,199.3,57.3,92.9
Estarreja,2024,729.8,407.2,322.6,92.6,149.4,154.8,143.8,189.3,81.8,130.5,175.5,202.8,55.7,83.6
Estremoz,2016,627.6,338.3,289.3,109.5,147.2,133.1,132.5,105.3,108.2,94.5,105.0,173.2,58.8,87.9
Estremoz,2017,537.2,301.3,235.8,91.7,124.2,113.8,117.6,90.0,90.9,89.1,77.6,143.8,49.3,86.5
Estremoz,2018,392.0,217.8,174.3,82.7,88.8,71.3,78.4,70.9,53.8,58.7,66.1,102.3,34.3,76.8
Estremoz,2019,356.4,197.5,158.9,64.8,88.7,68.3,70.0,64.7,49.2,47.7,58.7,84.6,39.0,77.3
Estremoz,2020,390.3,218.2,172.1,65.3,101.8,79.1,80.5,63.6,46.9,52.3,69.9,101.3,42.8,77.0
Estremoz,2021,358.8,196.7,162.1,55.7,104.9,63.9,68.8,65.5,44.3,52.1,45.6,93.4,46.3,77.2
Estremoz,2022,290.2,161.4,128.8,44.8,87.1,49.6,56.5,52.2,35.2,39.9,37.8,73.2,39.9,64.2
Estremoz,2023,318.5,174.8,143.7,55.8,85.1,62.6,57.2,57.9,36.9,49.3,49.2,89.8,28.8,64.6
Estremoz,2024,322.9,168.3,154.7,63.1,83.7,63.6,51.0,61.6,47.1,59.5,41.8,99.7,29.4,45.4
Fafe,2016,2792.8,1468.8,1324.0,466.8,544.8,432.7,555.4,793.3,805.3,479.3,462.1,496.2,407.0,142.9
Fafe,2017,2379.0,1311.8,1067.2,377.3,450.8,338.9,459.2,752.9,689.4,426.2,384.3,451.5,310.3,117.3
Fafe,2018,2162.7,1215.1,947.6,283.5,392.9,354.8,412.4,719.1,605.7,386.2,361.6,439.7,273.6,96.0
Fafe,2019,1926.6,1093.9,832.7,232.0,319.3,307.2,362.4,705.8,535.7,382.1,321.3,392.2,221.7,73.7
Fafe,2020,2204.1,1311.6,892.5,251.8,391.6,400.7,436.0,724.1,547.8,488.1,377.1,472.4,250.4,68.3
Fafe,2021,2044.2,1234.9,809.3,213.9,342.4,352.2,406.4,729.3,492.8,463.0,340.7,444.6,234.5,68.6
Fafe,2022,1739.4,1010.8,728.7,234.4,264.8,273.0,304.0,663.3,405.3,339.4,290.0,425.5,214.5,64.8
Fafe,2023,1853.8,1125.3,728.4,235.2,306.4,300.6,315.9,695.7,401.6,374.8,301.8,490.7,221.9,62.9
Fafe,2024,1890.3,1122.2,768.1,231.6,322.4,315.6,348.9,671.8,359.8,417.6,330.0,500.5,223.2,59.3
Faro,2016,2634.4,1359.3,1275.1,284.9,589.5,575.8,547.0,637.3,446.8,305.2,493.3,723.4,446.1,219.8
Faro,2017,1748.7,912.8,835.9,188.3,414.8,371.8,346.5,427.3,241.1,191.7,313.5,530.8,342.0,129.7
Faro,2018,1295.2,684.9,610.3,134.5,305.8,294.6,250.3,310.1,167.7,152.8,233.8,386.9,249.0,105.1
Faro,2019,1298.0,708.0,590.0,153.3,304.4,320.8,234.4,285.2,179.0,152.3,229.9,387.3,237.1,112.4
Faro,2020,2394.3,1249.8,1144.5,299.9,666.7,590.3,424.8,412.6,308.7,241.5,425.6,808.4,382.7,227.4
Faro,2021,2679.8,1424.7,1255.1,347.6,673.6,634.3,505.3,519.0,326.3,283.3,436.7,838.0,402.6,393.0
Faro,2022,1653.2,862.0,791.2,187.5,358.3,374.5,322.7,410.2,192.7,167.7,232.3,429.3,247.8,383.5
Faro,2023,1649.2,822.8,826.3,195.5,397.5,381.3,296.2,378.8,223.5,149.9,264.3,484.3,223.3,303.9
Faro,2024,1812.1,915.5,896.6,206.8,460.1,452.6,321.2,371.4,268.3,165.0,284.8,548.5,235.3,310.1
Felgueiras,2016,2148.7,1160.2,988.5,327.2,373.8,330.9,468.7,648.1,663.1,262.3,335.6,484.6,289.8,113.3
Felgueiras,2017,1891.5,1053.8,837.7,279.3,321.6,285.8,359.5,645.4,575.3,201.3,297.7,447.0,263.5,106.8
Felgueiras,2018,1836.9,1044.4,792.5,251.3,324.1,293.9,343.3,624.4,530.2,226.1,285.7,445.0,246.1,103.9
Felgueiras,2019,1827.9,1076.5,751.4,246.5,294.0,300.1,338.3,649.1,535.1,229.0,296.2,448.9,233.2,85.6
Felgueiras,2020,2470.2,1437.9,1032.3,305.3,441.9,430.3,511.3,781.4,673.8,391.4,456.8,595.6,244.4,108.3
Felgueiras,2021,2217.5,1309.6,907.9,262.6,357.0,354.8,425.1,818.1,608.0,338.8,375.1,537.9,245.3,112.4
Felgueiras,2022,1539.3,892.9,646.4,175.8,218.9,215.0,271.1,658.6,430.5,217.6,240.2,357.9,199.8,93.3
Felgueiras,2023,1838.8,1071.8,767.0,229.0,288.7,273.3,353.0,694.8,431.8,280.6,355.9,492.8,184.7,93.1
Felgueiras,2024,2381.1,1422.3,958.8,266.8,415.3,397.5,478.4,823.1,556.3,376.2,464.3,688.0,195.4,100.9
Ferreira do Alentejo,2016,390.0,229.1,160.9,47.3,101.8,86.6,80.5,73.9,67.9,68.9,85.8,81.0,32.3,54.2
Ferreira do Alentejo,2017,289.7,173.4,116.3,31.3,80.3,64.8,59.2,54.2,48.9,51.5,60.2,62.9,26.4,39.8
Ferreira do Alentejo,2018,231.2,140.8,90.4,25.7,56.3,55.0,50.3,43.8,37.9,31.5,45.6,53.8,24.3,38.0
Ferreira do Alentejo,2019,232.6,134.7,97.9,22.6,61.9,51.0,45.8,51.3,40.6,46.2,35.9,50.8,19.7,39.4
Ferreira do Alentejo,2020,251.0,145.5,105.5,27.0,63.5,52.4,45.8,62.3,39.0,45.2,45.8,60.8,18.7,41.6
Ferreira do Alentejo,2021,257.1,152.3,104.8,27.7,60.3,52.9,47.7,68.6,41.1,44.6,49.8,63.3,18.9,39.4
Ferreira do Alentejo,2022,210.5,112.5,98.0,27.6,45.6,39.7,39.3,58.3,39.6,34.9,42.3,43.1,12.3,38.3
Ferreira do Alentejo,2023,236.5,112.8,123.8,31.8,50.5,51.2,38.7,64.3,35.8,39.3,37.6,58.4,9.7,55.8
Ferreira do Alentejo,2024,309.4,131.3,178.1,35.6,89.2,80.9,42.0,61.8,66.7,39.9,44.5,74.7,10.9,72.8
Ferreira do Zêzere,2016,206.6,124.3,82.3,46.1,43.9,39.0,42.4,35.2,40.2,23.8,37.4,67.0,31.9,6.3
Ferreira do Zêzere,2017,196.9,120.5,76.4,38.4,38.4,40.4,38.5,41.2,37.1,22.1,45.2,55.3,28.5,8.8
